name,email,branch,phoneNo,dob,fatherName,motherName,rollNo,slotNumber
William Field,william.field@mail.com,AE,9784108501,2007-05-30,Edwin Field,Carol Field,2024CSE1222,1
Lisa Jones,lisa.jones@yahoo.com,CH,9860834871,2000-02-16,Jeffrey Jones,Jennifer Jones,2023CSE1223,1
Mary Hannah,mary.hannah@student.edu,AE,9798749410,2008-09-11,Miguel Hannah,Susan Hannah,2022ME1224,1
Henry Cotton,henry.cotton@yahoo.com,ME,9817057319,2006-07-29,Joshua Cotton,Jane Cotton,2021CSE1225,1
Jodie Robertson,jodie.robertson@yahoo.com,CH,9853455015,2002-08-02,Joshua Robertson,Frances Robertson,2022EE1226,2
Donald Pershall,donald.pershall@yahoo.com,CE,9875716094,2003-07-15,Michael Pershall,Carol Pershall,2020ECE1227,1
Stacy Means,stacy.means@outlook.com,AE,9809260397,2003-05-26,Richard Means,Katherine Means,2022CE1228,1
David Chen,david.chen@mail.com,AE,9804022616,2003-07-13,Daniel Chen,Patricia Chen,2024ME1229,1
David Bailey,david.bailey@yahoo.com,AE,9856719917,2006-07-30,Ralph Bailey,Betty Bailey,2023ECE1230,2
Suzanne Clark,suzanne.clark@mail.com,IT,9813685759,2002-10-20,Antone Clark,Denise Clark,2022EE1231,2
Frances Barone,frances.barone@outlook.com,AE,9792422642,2004-10-18,Anthony Barone,Debra Barone,2022ME1232,2
Steven Adams,steven.adams@outlook.com,IT,9848360110,2001-02-27,Robert Adams,Ashley Adams,2022EE1233,1
Liberty Fontenette,liberty.fontenette@gmail.com,IT,9784177630,2006-03-07,Clyde Fontenette,Viola Fontenette,2023EE1234,1
Edward Moore,edward.moore@student.edu,CSE,9790586040,2002-07-15,David Moore,Adrianne Moore,2022ME1235,2
Fernando Delgado,fernando.delgado@gmail.com,CE,9811066509,2005-09-22,Richard Delgado,Mary Delgado,2020EE1236,1
Madeline Hargrove,madeline.hargrove@gmail.com,CH,9822964054,2001-02-16,Jacob Hargrove,Rebecca Hargrove,2021ME1237,1
Kevin Jordan,kevin.jordan@mail.com,IT,9853214269,2008-04-11,Nelson Jordan,Natalie Jordan,2021CE1238,1
Jeffrey Hollingsworth,jeffrey.hollingsworth@student.edu,AE,9854415323,2000-01-20,Raymond Hollingsworth,Clara Hollingsworth,2024ECE1239,1
William Krick,william.krick@mail.com,ME,9784084945,2003-12-22,Daniel Krick,Ona Krick,2024CSE1240,1
Brenda Montoya,brenda.montoya@student.edu,ME,9850719226,2002-05-05,Donald Montoya,Leslie Montoya,2021ME1241,1
Bonnie Wagner,bonnie.wagner@mail.com,AE,9839032664,2008-02-09,Marshall Wagner,Louise Wagner,2021ME1242,1
Robert Ratcliff,robert.ratcliff@outlook.com,AE,9788516949,2004-05-28,Sterling Ratcliff,Mary Ratcliff,2023CE1243,2
Cynthia Adams,cynthia.adams@gmail.com,CSE,9823416323,2000-12-16,Ricky Adams,Ozie Adams,2023CE1244,2
Mark Levels,mark.levels@student.edu,CSE,9877689398,2004-07-15,Ronald Levels,Heidi Levels,2022ME1245,2
Linda Lindley,linda.lindley@mail.com,EE,9780620343,2000-03-23,Beau Lindley,Teresa Lindley,2021ECE1246,2
Carol Nealy,carol.nealy@yahoo.com,CSE,9846162829,2005-05-27,Brian Nealy,Renee Nealy,2020CE1247,1
Martha Paskey,martha.paskey@mail.com,EE,9835847983,2007-02-05,John Paskey,Linda Paskey,2024ME1248,1
Faye Marsella,faye.marsella@outlook.com,CSE,9782506078,2001-08-10,Phillip Marsella,Ruby Marsella,2023CSE1249,1
Anastasia Gamble,anastasia.gamble@yahoo.com,CSE,9840781188,2008-07-18,Christopher Gamble,Lynda Gamble,2022ECE1250,2
Stan Simon,stan.simon@outlook.com,CH,9834513232,2000-10-18,Michael Simon,Carrie Simon,2021ECE1251,2
Steven Kim,steven.kim@student.edu,IT,9827985886,2004-08-28,Robert Kim,Kathy Kim,2024CSE1252,1
Albert Coffin,albert.coffin@gmail.com,AE,9877936487,2003-09-11,Peter Coffin,Patricia Coffin,2022CSE1253,2
Kristin Matskin,kristin.matskin@student.edu,AE,9848229177,2003-01-04,Aaron Matskin,Andrea Matskin,2020ECE1254,2
Versie Rodgers,versie.rodgers@student.edu,CE,9853900263,2006-08-22,Manuel Rodgers,Jennifer Rodgers,2024ECE1255,1
Elijah Sykes,elijah.sykes@student.edu,IT,9824061586,2008-04-24,Ronald Sykes,Clyde Sykes,2022EE1256,2
Gladys Mayer,gladys.mayer@mail.com,EE,9813422246,2002-07-20,Monty Mayer,Jessica Mayer,2022CE1257,2
Carrie Cummings,carrie.cummings@yahoo.com,ME,9804722882,2003-12-18,Darrin Cummings,Lacresha Cummings,2021EE1258,1
Angela Manns,angela.manns@student.edu,AE,9828159355,2004-01-22,Miguel Manns,Margaret Manns,2022EE1259,1
Brian Willard,brian.willard@outlook.com,CSE,9840613955,2000-10-24,Dannie Willard,Kathryn Willard,2022EE1260,2
James Gerber,james.gerber@gmail.com,CH,9847976417,2006-10-21,George Gerber,Mary Gerber,2021ECE1261,2
Fred Allen,fred.allen@mail.com,ECE,9788176779,2005-11-25,Matthew Allen,Cheryl Allen,2022ME1262,2
Danny Garber,danny.garber@student.edu,IT,9803141243,2006-08-21,Henry Garber,Gertrude Garber,2024CSE1263,2
William Putnam,william.putnam@gmail.com,CE,9842248408,2003-03-02,Clifford Putnam,Melissa Putnam,2020ME1264,1
Spencer Brown,spencer.brown@yahoo.com,CH,9837058904,2006-11-21,Charles Brown,Karen Brown,2023EE1265,2
Alice Phair,alice.phair@yahoo.com,ECE,9800653338,2001-10-10,Daniel Phair,Bertha Phair,2024EE1266,2
Rhonda Wade,rhonda.wade@outlook.com,CSE,9837849131,2002-05-31,Israel Wade,Hollie Wade,2021ECE1267,1
Sylvia Kilmer,sylvia.kilmer@mail.com,IT,9822495233,2008-11-18,Stanley Kilmer,Alice Kilmer,2022EE1268,2
Patricia Jimeson,patricia.jimeson@outlook.com,ME,9787586813,2000-06-21,Michael Jimeson,Delores Jimeson,2020ECE1269,1
David Steele,david.steele@outlook.com,ECE,9845945037,2003-11-29,Joe Steele,Debra Steele,2021EE1270,2
Eric Roberts,eric.roberts@mail.com,CH,9843640054,2003-09-08,James Roberts,Marylou Roberts,2023CE1271,2
Ramon Bannon,ramon.bannon@gmail.com,IT,9831010525,2003-05-14,William Bannon,Stacy Bannon,2021EE1272,1
Joseph Stacy,joseph.stacy@student.edu,CSE,9810247416,2004-09-07,Gregory Stacy,Nicole Stacy,2021CSE1273,2
Angie Quinney,angie.quinney@mail.com,ME,9877440911,2007-05-27,James Quinney,Kelly Quinney,2022EE1274,2
Milton Wellard,milton.wellard@outlook.com,CSE,9829606434,2008-11-10,Brian Wellard,Beverly Wellard,2022CE1275,1
Steven Siefke,steven.siefke@student.edu,CH,9840031079,2002-05-14,Allan Siefke,Debra Siefke,2021CSE1276,2
Scott Lee,scott.lee@student.edu,ME,9824855975,2006-05-08,Philip Lee,Heather Lee,2020CE1277,2
Bertha Tanner,bertha.tanner@outlook.com,AE,9807320718,2005-10-12,Mario Tanner,Lenora Tanner,2024CE1278,1
Scott Vanmeter,scott.vanmeter@mail.com,ME,9879724364,2002-04-27,Chad Vanmeter,Kimberly Vanmeter,2024CE1279,1
Michael Bell,michael.bell@outlook.com,IT,9874330284,2000-10-07,Travis Bell,Goldie Bell,2021ECE1280,1
Kimberley Capone,kimberley.capone@student.edu,ME,9870589624,2008-11-10,Michael Capone,Ann Capone,2022CSE1281,2
Allison Rodgers,allison.rodgers@mail.com,IT,9876876695,2004-09-11,William Rodgers,Ruby Rodgers,2020ECE1282,1
John Edmondson,john.edmondson@gmail.com,CSE,9790418060,2001-11-16,Roy Edmondson,Philomena Edmondson,2024ME1283,1
Marian Olson,marian.olson@outlook.com,CE,9842283717,2002-01-13,Keith Olson,Tonja Olson,2020CSE1284,1
Mabel Price,mabel.price@yahoo.com,EE,9819271355,2008-07-01,Michael Price,Bertha Price,2021ME1285,1
Toni Fauntleroy,toni.fauntleroy@gmail.com,CE,9861024845,2000-08-30,Alexander Fauntleroy,Natalie Fauntleroy,2021EE1286,2
Victor Thurston,victor.thurston@yahoo.com,IT,9850503852,2004-03-10,Paul Thurston,Veola Thurston,2022EE1287,1
Jeffery Knight,jeffery.knight@gmail.com,AE,9846196504,2002-01-13,Edward Knight,Becky Knight,2023EE1288,2
Debra Garcia,debra.garcia@yahoo.com,ECE,9879470735,2008-10-06,Richard Garcia,Janie Garcia,2024ECE1289,1
Amber Fredericks,amber.fredericks@yahoo.com,AE,9794283430,2004-03-09,Nicholas Fredericks,Heather Fredericks,2024ME1290,1
Norris Robinson,norris.robinson@yahoo.com,IT,9866964681,2000-10-03,Robert Robinson,Carolyn Robinson,2020ME1291,1
James Jenkins,james.jenkins@student.edu,ECE,9795276585,2001-12-15,Justin Jenkins,Ramona Jenkins,2021ECE1292,2
Wendy Nagy,wendy.nagy@outlook.com,AE,9819170296,2006-03-23,Norman Nagy,Bridget Nagy,2022ME1293,2
Cassandra Winebrenner,cassandra.winebrenner@outlook.com,CSE,9789013886,2000-10-14,Albert Winebrenner,Nicole Winebrenner,2022ECE1294,1
Christina Valdes,christina.valdes@gmail.com,AE,9831334992,2007-08-02,Leonard Valdes,Debra Valdes,2023ECE1295,2
Elizabeth Williams,elizabeth.williams@gmail.com,IT,9837340541,2008-08-26,Eric Williams,Karen Williams,2023CE1296,1
Barbara Mcpherson,barbara.mcpherson@student.edu,ECE,9859913276,2005-02-24,Clarence Mcpherson,Evelyn Mcpherson,2022EE1297,1
Carolyn Grindle,carolyn.grindle@gmail.com,EE,9879361093,2001-09-23,Bruce Grindle,Penelope Grindle,2022ME1298,2
Chris Heck,chris.heck@mail.com,CSE,9797438667,2005-05-29,Douglas Heck,Beverly Heck,2023CE1299,2
Philip Uhrin,philip.uhrin@student.edu,IT,9803709026,2004-12-13,Gene Uhrin,Esther Uhrin,2021CE1300,1
Mollie Givens,mollie.givens@mail.com,IT,9837438879,2001-03-09,Ulysses Givens,Jacqueline Givens,2020EE1301,1
John Embree,john.embree@yahoo.com,EE,9851173317,2008-10-16,Francisco Embree,Nancy Embree,2023ECE1302,2
Donna Bennett,donna.bennett@outlook.com,CSE,9840978828,2001-02-04,James Bennett,Beth Bennett,2023ME1303,1
Karyn Flanagan,karyn.flanagan@yahoo.com,AE,9784079103,2006-12-18,Cary Flanagan,Lula Flanagan,2024CSE1304,2
William Thomas,william.thomas@gmail.com,AE,9791936661,2004-04-13,James Thomas,Sherise Thomas,2021CSE1305,2
Jason Rashid,jason.rashid@outlook.com,IT,9871831613,2003-07-13,Jon Rashid,Alice Rashid,2022CE1306,2
Carole Beighley,carole.beighley@yahoo.com,ME,9859360281,2007-10-31,Michael Beighley,Elaine Beighley,2023CE1307,1
John White,john.white@student.edu,CE,9824522252,2005-06-09,Willard White,Maria White,2022ECE1308,1
Delilah Mills,delilah.mills@outlook.com,ME,9822355732,2001-01-18,Jonathan Mills,Socorro Mills,2024CSE1309,1
Steven Anderson,steven.anderson@student.edu,IT,9876208866,2005-05-20,Joseph Anderson,Elise Anderson,2022ME1310,1
Harry Dugar,harry.dugar@mail.com,CH,9786588456,2006-06-10,Randy Dugar,Annette Dugar,2024ECE1311,2
Mary Lyons,mary.lyons@mail.com,AE,9804292466,2001-12-25,Joshua Lyons,Donna Lyons,2022ECE1312,1
Victor Frazier,victor.frazier@student.edu,ME,9874748325,2000-01-03,Dominic Frazier,Doris Frazier,2023ECE1313,1
Daniel King,daniel.king@outlook.com,IT,9850510641,2001-06-29,Ray King,Janet King,2021EE1314,1
Wanda Larkin,wanda.larkin@mail.com,CE,9791142875,2004-10-24,James Larkin,Carolyn Larkin,2022CE1315,2
Millard Griffith,millard.griffith@student.edu,IT,9800033417,2005-01-10,Michael Griffith,Corrin Griffith,2021EE1316,2
Theresa Cameron,theresa.cameron@mail.com,ECE,9868770642,2008-07-01,Alejandro Cameron,Candace Cameron,2021CE1317,2
Jeffrey Davis,jeffrey.davis@outlook.com,EE,9797145535,2006-01-19,Milford Davis,Margaret Davis,2023ECE1318,2
Brenda Harford,brenda.harford@mail.com,EE,9801687306,2008-12-06,Gary Harford,Jordan Harford,2023ME1319,1
Charles Miles,charles.miles@gmail.com,ECE,9870102262,2003-03-06,Francesco Miles,Rebecca Miles,2024ECE1320,1
John Lyon,john.lyon@yahoo.com,IT,9842175542,2002-10-31,Gary Lyon,Diana Lyon,2020CSE1321,2
Cathryn Sink,cathryn.sink@yahoo.com,CSE,9784987576,2008-10-01,Jonathan Sink,Dora Sink,2021EE1322,2
Hector Langston,hector.langston@gmail.com,IT,9810935815,2003-06-13,Lawrence Langston,Jean Langston,2024ECE1323,2
Jeffrey Cichowski,jeffrey.cichowski@mail.com,CSE,9809356593,2000-06-11,Benjamin Cichowski,Maxine Cichowski,2024CSE1324,2
John Maloney,john.maloney@student.edu,CH,9846335284,2001-10-09,Jim Maloney,Rossie Maloney,2020CE1325,1
Thomas Butler,thomas.butler@yahoo.com,IT,9794784806,2000-04-14,Christopher Butler,Julianna Butler,2022CE1326,2
Linda Bourg,linda.bourg@yahoo.com,ME,9803385859,2000-02-05,Mike Bourg,Joan Bourg,2023ME1327,2
Vicente Nunez,vicente.nunez@outlook.com,AE,9824411032,2000-05-25,Robert Nunez,Regina Nunez,2021ECE1328,2
Shanti Ambrose,shanti.ambrose@outlook.com,ME,9838662010,2004-05-31,Reginald Ambrose,Trisha Ambrose,2021EE1329,2
Gerald Becerra,gerald.becerra@outlook.com,AE,9810673275,2007-11-20,Robert Becerra,Beatrice Becerra,2023CE1330,2
Patricia Davis,patricia.davis@yahoo.com,AE,9878615836,2002-05-30,William Davis,Ruth Davis,2023CSE1331,2
Miguel Cruz,miguel.cruz@yahoo.com,ME,9802405007,2007-03-03,Derek Cruz,Florence Cruz,2022ME1332,2
Brian Olivares,brian.olivares@outlook.com,CE,9835423702,2002-11-16,Andrew Olivares,Gloria Olivares,2023EE1333,1
Maria Cruz,maria.cruz@gmail.com,CSE,9805815964,2006-02-18,Randolph Cruz,Miguelina Cruz,2021EE1334,2
Pamela Richter,pamela.richter@gmail.com,CH,9801914114,2007-02-10,James Richter,Alison Richter,2020ECE1335,2
Jeanette Thompson,jeanette.thompson@gmail.com,EE,9823057433,2007-10-27,Roy Thompson,Jean Thompson,2024ECE1336,2
Christel Clerc,christel.clerc@outlook.com,ECE,9811779217,2005-10-14,Keith Clerc,Brenda Clerc,2021ME1337,1
Linda Davidson,linda.davidson@gmail.com,AE,9862556361,2000-08-13,Steven Davidson,Loretta Davidson,2021ME1338,1
Leonarda Davis,leonarda.davis@yahoo.com,ECE,9795447044,2002-08-06,Donald Davis,Angela Davis,2024CSE1339,2
Carolyn Oates,carolyn.oates@student.edu,ECE,9799273893,2006-06-21,Joey Oates,Kathleen Oates,2021ME1340,1
Brian Lucht,brian.lucht@gmail.com,EE,9840818484,2004-10-04,Anthony Lucht,Victoria Lucht,2022ECE1341,2
Helen Knupp,helen.knupp@yahoo.com,ME,9872365167,2002-04-07,Scott Knupp,Terrie Knupp,2020CE1342,1
Pamela Loffelbein,pamela.loffelbein@mail.com,CSE,9834893849,2003-01-14,John Loffelbein,Sarah Loffelbein,2024CE1343,2
Aaron Clayborne,aaron.clayborne@gmail.com,EE,9846005752,2005-11-17,Sergio Clayborne,Lillian Clayborne,2020EE1344,2
Jose Skinner,jose.skinner@gmail.com,CE,9863480369,2007-01-01,Douglas Skinner,Annette Skinner,2024EE1345,2
June Boyd,june.boyd@mail.com,CSE,9801353236,2008-11-02,Joseph Boyd,Michele Boyd,2023EE1346,1
Richard Debord,richard.debord@mail.com,ECE,9867741634,2005-04-30,Brad Debord,Jean Debord,2022CE1347,1
Russell Willoughby,russell.willoughby@student.edu,ME,9802126023,2005-06-13,Jose Willoughby,Veronica Willoughby,2021EE1348,2
Sarah Preyer,sarah.preyer@gmail.com,CSE,9798498397,2005-10-19,Anthony Preyer,Helen Preyer,2023CSE1349,1
Tamar Pychardo,tamar.pychardo@gmail.com,CSE,9837458646,2000-11-05,David Pychardo,Tonya Pychardo,2022CE1350,1
Daniel Urbina,daniel.urbina@outlook.com,CSE,9840616291,2007-02-19,Eric Urbina,Jeanie Urbina,2020CE1351,2
Allan Wallace,allan.wallace@outlook.com,CSE,9876772042,2002-04-22,John Wallace,Joy Wallace,2024CE1352,2
Marjory Holland,marjory.holland@student.edu,CE,9850743410,2002-04-18,Richard Holland,Michelle Holland,2023CE1353,2
David Nesbit,david.nesbit@mail.com,AE,9822707390,2003-07-22,Michael Nesbit,Christie Nesbit,2023ECE1354,1
Daniel Tamm,daniel.tamm@yahoo.com,CSE,9857206880,2004-11-15,Kenneth Tamm,Gladys Tamm,2021ME1355,2
Sara Mccoy,sara.mccoy@gmail.com,IT,9835199189,2003-01-29,Daniel Mccoy,Marjory Mccoy,2023CE1356,1
Mark Vecker,mark.vecker@outlook.com,AE,9835332524,2005-12-29,Rogelio Vecker,Sharon Vecker,2020CSE1357,2
Jacob Cosper,jacob.cosper@outlook.com,CH,9780049654,2002-05-18,Thomas Cosper,Tierra Cosper,2021EE1358,1
Maxine Williamson,maxine.williamson@gmail.com,ME,9867668079,2002-12-30,Bob Williamson,Angel Williamson,2021CSE1359,1
Florence Perkins,florence.perkins@student.edu,ME,9815470231,2000-04-22,Daniel Perkins,Catherine Perkins,2023ME1360,2
Zachary Haman,zachary.haman@yahoo.com,CSE,9820272254,2001-12-24,Merle Haman,Jacqueline Haman,2021ECE1361,2
Vernon Cook,vernon.cook@outlook.com,AE,9797796954,2002-06-06,Howard Cook,Lesley Cook,2020CSE1362,1
Russel Peters,russel.peters@yahoo.com,CSE,9783384439,2006-11-23,William Peters,Patricia Peters,2021ECE1363,1
Rosalie Polycarpe,rosalie.polycarpe@mail.com,CH,9864951570,2004-01-26,Lester Polycarpe,Linda Polycarpe,2023CE1364,1
Donita Kaeo,donita.kaeo@yahoo.com,IT,9798475785,2008-03-17,Franklin Kaeo,Jeanna Kaeo,2020EE1365,2
Alex Bevins,alex.bevins@outlook.com,ME,9839248508,2002-11-20,Kevin Bevins,Linda Bevins,2022CSE1366,2
Gregory Ortega,gregory.ortega@mail.com,CH,9829832345,2003-10-08,John Ortega,Maria Ortega,2024ME1367,2
Jeanette Strong,jeanette.strong@yahoo.com,CE,9859021721,2006-04-23,Carl Strong,Mary Strong,2020CSE1368,1
Roosevelt Smith,roosevelt.smith@gmail.com,ME,9802819959,2001-01-29,Scott Smith,Tereasa Smith,2021EE1369,2
Jose Allen,jose.allen@gmail.com,CH,9850935276,2004-08-23,David Allen,Maria Allen,2024CSE1370,2
Gerald Meyer,gerald.meyer@mail.com,CH,9862719830,2003-05-05,William Meyer,Gloria Meyer,2023ME1371,1
Morgan Thorne,morgan.thorne@yahoo.com,IT,9859855589,2007-12-29,William Thorne,Karen Thorne,2024ECE1372,1
Rodney Bacurin,rodney.bacurin@gmail.com,ECE,9828089181,2000-03-30,Allen Bacurin,Marilyn Bacurin,2024CE1373,2
Roseanna Ennen,roseanna.ennen@outlook.com,CH,9813549906,2002-06-12,Anthony Ennen,Margaret Ennen,2020ME1374,2
Robert Handy,robert.handy@mail.com,CSE,9825153311,2001-10-20,Jacob Handy,Sandra Handy,2021CSE1375,1
Teresa Sawtelle,teresa.sawtelle@gmail.com,CE,9817395868,2001-05-19,Paul Sawtelle,Terry Sawtelle,2024ECE1376,2
Bernard Ruley,bernard.ruley@outlook.com,IT,9821363118,2003-05-06,Warren Ruley,Donna Ruley,2020ECE1377,2
Mark Henrick,mark.henrick@yahoo.com,AE,9851566213,2002-01-16,Allan Henrick,Janet Henrick,2022EE1378,2
Pamela Benitez,pamela.benitez@gmail.com,CSE,9821688816,2000-05-04,Jeff Benitez,Lula Benitez,2020ECE1379,2
Kimberlee Akers,kimberlee.akers@student.edu,ME,9822764038,2008-01-16,Peter Akers,Judith Akers,2022EE1380,2
Paul Rodgers,paul.rodgers@student.edu,IT,9857980297,2001-11-24,Jerald Rodgers,Julia Rodgers,2023ECE1381,2
Howard Dombeck,howard.dombeck@gmail.com,IT,9867717360,2008-08-03,Victor Dombeck,Chelsea Dombeck,2022EE1382,2
Veronica Gaines,veronica.gaines@gmail.com,EE,9838814641,2002-03-19,Robert Gaines,Jill Gaines,2022EE1383,1
Veronica Sirois,veronica.sirois@mail.com,IT,9858843133,2008-02-12,Lawrence Sirois,Florence Sirois,2021CE1384,2
James Reyes,james.reyes@outlook.com,CE,9812579315,2006-12-19,Frank Reyes,Delores Reyes,2021CE1385,2
Kandy Marenco,kandy.marenco@student.edu,AE,9802310206,2002-05-29,Robert Marenco,Eleanor Marenco,2023ME1386,1
Sara Larsen,sara.larsen@gmail.com,EE,9837873301,2007-08-30,Victor Larsen,Susie Larsen,2024CE1387,1
Donald Wan,donald.wan@yahoo.com,CE,9837890658,2007-04-09,Robert Wan,Hazel Wan,2023ECE1388,1
Jamee Pioske,jamee.pioske@yahoo.com,CSE,9833269765,2000-06-19,Omer Pioske,Anna Pioske,2022ECE1389,2
Peggy Werner,peggy.werner@gmail.com,EE,9876428487,2002-09-25,Carlos Werner,Bessie Werner,2020ECE1390,1
Mary Perkins,mary.perkins@yahoo.com,AE,9824810083,2001-12-14,Lee Perkins,Alisa Perkins,2024CSE1391,1
Lee Wold,lee.wold@gmail.com,CSE,9840400567,2005-03-18,Charles Wold,Marjorie Wold,2021CE1392,1
Vincent Mcmurray,vincent.mcmurray@student.edu,ME,9791418500,2000-10-07,Douglas Mcmurray,Wendy Mcmurray,2024CE1393,2
Sherman Griggs,sherman.griggs@mail.com,EE,9796583595,2001-02-17,Olen Griggs,Pearlie Griggs,2022CSE1394,1
Thelma Loveland,thelma.loveland@student.edu,ECE,9879072118,2002-07-18,John Loveland,Donnetta Loveland,2020EE1395,2
Lee Klingel,lee.klingel@gmail.com,IT,9847320011,2001-05-23,David Klingel,Victoria Klingel,2023ME1396,1
William Gould,william.gould@gmail.com,ECE,9818147246,2005-02-09,John Gould,Barbara Gould,2020CE1397,2
Lupita Seling,lupita.seling@student.edu,IT,9864341599,2003-07-11,David Seling,Patricia Seling,2023ME1398,1
Sandra Kimmes,sandra.kimmes@yahoo.com,CSE,9856149214,2003-06-18,Harold Kimmes,Demetra Kimmes,2020EE1399,2
Heidi Bonds,heidi.bonds@outlook.com,IT,9801473621,2005-01-09,Bobby Bonds,Ramona Bonds,2023ECE1400,2
Andrew Mears,andrew.mears@gmail.com,ECE,9803875064,2003-04-21,Scott Mears,Sarah Mears,2024EE1401,1
Joshua Mcdaniel,joshua.mcdaniel@outlook.com,CH,9817111214,2005-08-05,Willard Mcdaniel,Eileen Mcdaniel,2023CSE1402,1
John Sharp,john.sharp@student.edu,CE,9798651054,2000-07-25,Jesse Sharp,Veronica Sharp,2024ME1403,2
Alfonso Yost,alfonso.yost@mail.com,ECE,9807919634,2003-05-29,Robert Yost,Bessie Yost,2021CSE1404,1
Jean Jones,jean.jones@gmail.com,CSE,9873821500,2000-05-22,Robert Jones,Pamela Jones,2020ME1405,2
Tanya Ogle,tanya.ogle@outlook.com,CH,9782887627,2001-08-01,James Ogle,Sandra Ogle,2020CE1406,2
Irene Buck,irene.buck@gmail.com,EE,9780487665,2007-12-09,John Buck,Janice Buck,2020ECE1407,1
Thomas Farnsworth,thomas.farnsworth@yahoo.com,CE,9805547722,2002-12-07,Jimmy Farnsworth,George Farnsworth,2021CE1408,2
Kenneth Brown,kenneth.brown@yahoo.com,AE,9836945928,2006-01-25,Lester Brown,Katherine Brown,2020EE1409,2
Edgar Jarvis,edgar.jarvis@yahoo.com,ECE,9832127988,2004-04-17,Charles Jarvis,Thelma Jarvis,2024CSE1410,2
Jared Boldt,jared.boldt@gmail.com,ME,9828227149,2005-10-04,John Boldt,Alejandra Boldt,2020EE1411,2
Victor Carter,victor.carter@outlook.com,CE,9876367892,2008-12-09,Christopher Carter,Nancy Carter,2022EE1412,1
Jack Roy,jack.roy@yahoo.com,CH,9841818691,2003-05-31,Eric Roy,Ashley Roy,2020ME1413,2
Carrie Freeman,carrie.freeman@outlook.com,CE,9841779532,2002-08-27,Corey Freeman,Judy Freeman,2024ME1414,1
Veronica Mclean,veronica.mclean@yahoo.com,EE,9809705269,2002-07-08,William Mclean,Natalie Mclean,2023ME1415,2
Kevin Harris,kevin.harris@mail.com,ECE,9786622160,2008-11-20,Joseph Harris,Sheila Harris,2021ECE1416,1
Dora Monte,dora.monte@outlook.com,ECE,9805683835,2007-01-22,Ben Monte,Caren Monte,2020CE1417,1
Dan Gracia,dan.gracia@yahoo.com,CH,9790573136,2001-06-04,Michael Gracia,Gay Gracia,2021ME1418,1
Michael Dawson,michael.dawson@gmail.com,CH,9832089625,2004-11-06,Mike Dawson,Tonya Dawson,2022CSE1419,1
Ariel Loney,ariel.loney@gmail.com,CE,9851386662,2002-04-11,Robert Loney,Carrie Loney,2021CE1420,1
Daniel Urban,daniel.urban@yahoo.com,ECE,9800686933,2007-06-30,Tony Urban,Kimberly Urban,2023CE1421,2
Andrew Leggett,andrew.leggett@yahoo.com,EE,9872416551,2000-11-02,Lawrence Leggett,Michaele Leggett,2022EE1422,1
Kenneth Carmichael,kenneth.carmichael@yahoo.com,ME,9827012210,2003-05-16,Martin Carmichael,Christina Carmichael,2023CE1423,1
Andre Padilla,andre.padilla@gmail.com,ME,9860477945,2006-04-12,Pedro Padilla,Susan Padilla,2023ME1424,2
Anna Zamora,anna.zamora@outlook.com,EE,9854292297,2005-04-23,Joseph Zamora,Tammy Zamora,2022CSE1425,2
Homer Stever,homer.stever@yahoo.com,ME,9781572410,2005-08-19,Christoper Stever,Sarah Stever,2020ECE1426,2
Fredrick Jackson,fredrick.jackson@yahoo.com,EE,9831843171,2006-11-02,Earl Jackson,Manuela Jackson,2021CE1427,2
Georgia Longenberger,georgia.longenberger@student.edu,AE,9810432974,2000-09-29,Matthew Longenberger,Angela Longenberger,2020CSE1428,2
Francis Aguilar,francis.aguilar@gmail.com,CSE,9790519441,2005-12-14,Paul Aguilar,Samantha Aguilar,2023ME1429,1
Elizabeth Woods,elizabeth.woods@gmail.com,ECE,9837382991,2003-05-24,Eric Woods,Jessica Woods,2020ECE1430,1
Henry Mcneal,henry.mcneal@outlook.com,AE,9784284195,2001-04-25,Leon Mcneal,Tameka Mcneal,2023CE1431,2
Donald Galuska,donald.galuska@student.edu,CE,9851837682,2000-07-22,Arnold Galuska,Cathrine Galuska,2021ME1432,1
Marie Beyer,marie.beyer@outlook.com,ME,9849928411,2006-10-26,Gavin Beyer,Anna Beyer,2021ME1433,1
Bertha Lee,bertha.lee@gmail.com,CH,9785892371,2002-12-07,Frank Lee,Ramona Lee,2023CE1434,1
Edward Mccann,edward.mccann@yahoo.com,CE,9792458894,2005-07-05,James Mccann,Maria Mccann,2021CE1435,1
Teddy Dove,teddy.dove@outlook.com,EE,9811322583,2001-05-31,Christopher Dove,Emma Dove,2020CSE1436,2
James Gainey,james.gainey@mail.com,ECE,9856262845,2007-12-31,Leroy Gainey,Alicia Gainey,2021CSE1437,1
Joan Gee,joan.gee@gmail.com,ME,9873759603,2006-05-24,Joshua Gee,Alice Gee,2024CE1438,2
Shane Weldon,shane.weldon@student.edu,ECE,9840137255,2000-10-03,Jeffrey Weldon,Lori Weldon,2023CSE1439,2
Cassandra Huffman,cassandra.huffman@yahoo.com,IT,9869712025,2006-01-25,Armando Huffman,Leticia Huffman,2024CSE1440,2
Mark Crawford,mark.crawford@outlook.com,AE,9782074552,2004-12-14,Thomas Crawford,Rebecca Crawford,2022EE1441,1
Maria Bennett,maria.bennett@student.edu,IT,9785036950,2006-01-29,William Bennett,Linda Bennett,2023CSE1442,2
