name,email,branch,phoneNo,dob,fatherName,motherName,rollNo,slotNumber
Katherine Mcginn,katherine.mcginn@gmail.com,CSE,9797356543,2000-08-12,Derek Mcginn,Mandy Mcginn,2024ECE1221,1
Yvonne Bronn,yvonne.bronn@yahoo.com,ME,9823397983,2007-01-19,William Bronn,Annie Bronn,2024ME1222,2
Jerry Horton,jerry.horton@gmail.com,ME,9843713019,2000-01-21,John Horton,Carol Horton,2021CE1223,2
Evelyn Clark,evelyn.clark@yahoo.com,CSE,9818021391,2003-08-14,Dan Clark,Doris Clark,2021ME1224,2
Shirley Carreiro,shirley.carreiro@student.edu,CSE,9836307062,2007-02-26,Allen Carreiro,Mary Carreiro,2023ECE1225,2
Lisa Velez,lisa.velez@student.edu,CSE,9790756527,2007-06-15,Andre Velez,Evangeline Velez,2023ME1226,2
James Zimmerman,james.zimmerman@student.edu,CE,9829827092,2002-10-02,Rodney Zimmerman,Rebecca Zimmerman,2024EE1227,2
Verna Gilyard,verna.gilyard@gmail.com,CH,9787523122,2008-09-16,Curtis Gilyard,Minnie Gilyard,2022EE1228,2
Maria Sanders,maria.sanders@mail.com,CSE,9809627789,2002-01-19,Jessie Sanders,Rita Sanders,2023EE1229,1
Kimberly Gomez,kimberly.gomez@student.edu,ME,9832002888,2005-05-14,Joe Gomez,Catherine Gomez,2024EE1230,2
Carey Garcia,carey.garcia@outlook.com,ME,9803537221,2005-03-02,Steven Garcia,Amelia Garcia,2021ECE1231,2
Dennis Vatter,dennis.vatter@mail.com,ME,9829632257,2004-06-01,Juan Vatter,Melissa Vatter,2020ECE1232,2
Rosalie Mcdonald,rosalie.mcdonald@student.edu,CH,9792455241,2003-02-27,David Mcdonald,Elizabeth Mcdonald,2023EE1233,2
Kate Simpson,kate.simpson@yahoo.com,CSE,9829793700,2003-10-29,Rodney Simpson,Nellie Simpson,2022CE1234,1
Jane Thomas,jane.thomas@outlook.com,ECE,9872740568,2000-11-22,Mitchel Thomas,Vivian Thomas,2023CE1235,2
Loretta Black,loretta.black@outlook.com,IT,9795698228,2004-01-30,Ed Black,Vickie Black,2022CSE1236,2
Ella Piner,ella.piner@mail.com,IT,9787312311,2008-02-12,Steve Piner,Sandra Piner,2023ECE1237,2
Shawna Evans,shawna.evans@yahoo.com,CH,9866178703,2001-06-07,William Evans,Ray Evans,2024CE1238,1
Katheryn Estes,katheryn.estes@student.edu,IT,9785286644,2002-08-05,Danny Estes,Barbara Estes,2022EE1239,2
Wanda Oller,wanda.oller@outlook.com,CSE,9837766878,2002-03-25,Gerald Oller,Sarah Oller,2022ME1240,1
Andrew Merrick,andrew.merrick@yahoo.com,CH,9833755996,2006-04-16,Duane Merrick,Lynda Merrick,2022CSE1241,1
Billie Farrar,billie.farrar@gmail.com,CE,9807778605,2004-01-25,George Farrar,Krista Farrar,2020ECE1242,1
Tera Currey,tera.currey@gmail.com,ME,9862977410,2001-02-06,Thomas Currey,Rebecca Currey,2023CSE1243,1
Scott Conway,scott.conway@yahoo.com,EE,9849398155,2003-06-06,Jason Conway,Lora Conway,2022CE1244,2
Sylvia Reynolds,sylvia.reynolds@yahoo.com,CE,9831307447,2000-01-04,Francisco Reynolds,Sammy Reynolds,2020CE1245,2
Marian King,marian.king@mail.com,ECE,9878297415,2000-09-06,Robert King,Anne King,2022CE1246,2
Walter Gentry,walter.gentry@gmail.com,CE,9843010358,2006-07-27,Bryant Gentry,Debra Gentry,2020CE1247,2
Mildred Otero,mildred.otero@student.edu,ME,9798450941,2005-03-12,Joshua Otero,Lynda Otero,2022EE1248,2
Bernice Russell,bernice.russell@mail.com,IT,9826013469,2006-07-16,Scott Russell,Stefania Russell,2023ECE1249,1
Nora Anderson,nora.anderson@mail.com,ME,9815979107,2008-04-25,Randall Anderson,Martha Anderson,2020CE1250,2
Keith Galbo,keith.galbo@yahoo.com,IT,9820716874,2006-02-23,Tommie Galbo,Maria Galbo,2021CSE1251,1
Janet Russell,janet.russell@outlook.com,EE,9870122623,2002-10-02,Bruce Russell,Josephine Russell,2024CE1252,2
Jessica Rudzinski,jessica.rudzinski@student.edu,CSE,9806166272,2003-01-27,Edward Rudzinski,Monica Rudzinski,2024ME1253,1
Candace Bolton,candace.bolton@student.edu,IT,9826898956,2008-01-24,Dewayne Bolton,Susan Bolton,2023EE1254,2
Rafael Weaver,rafael.weaver@student.edu,ME,9810941369,2000-10-24,Jose Weaver,Judith Weaver,2021CE1255,1
Brian Huizenga,brian.huizenga@mail.com,IT,9781180139,2003-05-01,James Huizenga,Elizabeth Huizenga,2024EE1256,1
Joyce Tucker,joyce.tucker@student.edu,ECE,9836823013,2006-06-24,Eric Tucker,Roxane Tucker,2023EE1257,1
Ruth Raynor,ruth.raynor@yahoo.com,IT,9789775418,2006-09-05,Earl Raynor,Beverley Raynor,2020CSE1258,2
Jerry Fuller,jerry.fuller@yahoo.com,CSE,9826827491,2002-07-13,Leroy Fuller,Marilyn Fuller,2021CE1259,1
Vanessa Garner,vanessa.garner@outlook.com,ME,9839246664,2003-04-09,Martin Garner,Emily Garner,2020CSE1260,1
Barbara Meeks,barbara.meeks@gmail.com,CE,9822883076,2007-07-07,Patrick Meeks,Tricia Meeks,2020ME1261,2
Lorette Werts,lorette.werts@student.edu,AE,9780612340,2003-03-14,Johnny Werts,Jeanne Werts,2023EE1262,2
Marge Jones,marge.jones@outlook.com,ME,9820654177,2006-02-16,Lionel Jones,Harmony Jones,2024CE1263,2
Louis Cooper,louis.cooper@mail.com,AE,9811035215,2005-10-07,Douglas Cooper,Raymond Cooper,2020ME1264,1
Michael Phillips,michael.phillips@student.edu,ECE,9846468026,2000-08-24,Ralph Phillips,Brenda Phillips,2022EE1265,1
Rebekah Spence,rebekah.spence@mail.com,AE,9873538581,2004-10-24,Scott Spence,Tonie Spence,2020ECE1266,1
Jarvis Allen,jarvis.allen@outlook.com,CH,9801243337,2007-11-24,Larry Allen,Hilda Allen,2022CSE1267,1
John Johnson,john.johnson@student.edu,CH,9878828876,2007-10-30,Robert Johnson,Ashley Johnson,2023ME1268,2
Robert Cabrera,robert.cabrera@student.edu,CE,9871963406,2003-09-04,Gregory Cabrera,Lindy Cabrera,2021ECE1269,1
Wilma Sanches,wilma.sanches@gmail.com,CH,9805645226,2003-02-12,Manuel Sanches,Karen Sanches,2022CSE1270,2
Ryan Franks,ryan.franks@mail.com,IT,9810128458,2005-04-26,Peter Franks,Daisey Franks,2024ECE1271,1
Lois Vilkama,lois.vilkama@outlook.com,CH,9797678404,2001-05-03,David Vilkama,Stephanie Vilkama,2022ME1272,1
John Moore,john.moore@gmail.com,ECE,9840610639,2002-09-20,Robert Moore,Gloria Moore,2021EE1273,2
Kim Fuentes,kim.fuentes@mail.com,ME,9849797570,2003-11-28,Howard Fuentes,June Fuentes,2020ECE1274,2
Steven Witzke,steven.witzke@student.edu,CH,9801316229,2000-10-24,William Witzke,Jasmine Witzke,2023EE1275,1
Della Kim,della.kim@outlook.com,IT,9865605764,2002-12-21,Johnathon Kim,Josephine Kim,2021ECE1276,1
Michelle Southerland,michelle.southerland@yahoo.com,CE,9829495617,2006-04-18,James Southerland,Barbara Southerland,2020ECE1277,1
Delena Harber,delena.harber@mail.com,ECE,9801924335,2001-08-06,Mark Harber,Jenny Harber,2023CE1278,2
Charlotte Simmons,charlotte.simmons@mail.com,ECE,9850616204,2008-01-13,David Simmons,Cynthia Simmons,2024CE1279,1
Steve Roy,steve.roy@gmail.com,CSE,9868422162,2002-05-04,Ronald Roy,Jenny Roy,2023EE1280,1
Michael Smith,michael.smith@mail.com,CH,9858800634,2000-05-21,Larry Smith,Jennifer Smith,2024CSE1281,2
Terrance Jandrey,terrance.jandrey@outlook.com,AE,9826549827,2001-01-16,Timothy Jandrey,Angella Jandrey,2023ME1282,2
Pamela Garcia,pamela.garcia@yahoo.com,CH,9835612339,2001-12-31,Renato Garcia,Thelma Garcia,2024ME1283,1
Vincent Crosier,vincent.crosier@student.edu,ME,9852892295,2005-04-14,Dennis Crosier,Violette Crosier,2023EE1284,2
Evelyn Walker,evelyn.walker@mail.com,CH,9806533893,2000-07-06,James Walker,Kathleen Walker,2020CSE1285,1
Linda Williams,linda.williams@yahoo.com,CSE,9848320691,2002-06-08,Brad Williams,Susie Williams,2024CE1286,2
Ruby Glover,ruby.glover@mail.com,ME,9818622657,2001-07-18,Keith Glover,Veronica Glover,2024ME1287,1
Nicole Kim,nicole.kim@outlook.com,AE,9842192507,2000-01-26,James Kim,Melissa Kim,2021ME1288,2
Rita Boynton,rita.boynton@student.edu,CE,9837742190,2001-09-13,John Boynton,Harriett Boynton,2020CE1289,2
Luz Mack,luz.mack@yahoo.com,IT,9797239782,2008-05-05,Thomas Mack,Dona Mack,2023EE1290,1
Bruce Menendez,bruce.menendez@gmail.com,AE,9839699934,2003-10-23,John Menendez,Crystal Menendez,2023CE1291,2
Merrill Blair,merrill.blair@mail.com,AE,9868315251,2006-06-22,Gary Blair,Mildred Blair,2022CSE1292,1
Samuel Bolin,samuel.bolin@yahoo.com,ECE,9833391293,2002-12-04,Joel Bolin,Maxine Bolin,2023CE1293,2
Victor Becker,victor.becker@gmail.com,EE,9806307339,2008-05-06,Juan Becker,Erica Becker,2022ECE1294,1
Barry Bathke,barry.bathke@student.edu,CH,9859838171,2004-02-07,Michael Bathke,Carol Bathke,2021EE1295,2
Enrique Guthrie,enrique.guthrie@mail.com,CH,9837400820,2006-07-21,Floyd Guthrie,Eleanor Guthrie,2020CSE1296,2
Sandra Hosle,sandra.hosle@student.edu,EE,9781436895,2007-08-01,Jason Hosle,Deborah Hosle,2024CE1297,2
Barbara Trimarchi,barbara.trimarchi@mail.com,CSE,9822792959,2008-10-23,Tyler Trimarchi,Melissa Trimarchi,2020ME1298,1
Kari Jiron,kari.jiron@mail.com,CH,9838625485,2004-11-22,Earl Jiron,Marjorie Jiron,2022EE1299,2
Junie Matthews,junie.matthews@yahoo.com,CSE,9868342241,2006-05-01,Christopher Matthews,Laquita Matthews,2020ECE1300,2
Mary Rubenstein,mary.rubenstein@yahoo.com,EE,9865563405,2001-11-19,Julius Rubenstein,Luanne Rubenstein,2020ECE1301,1
Regina Barhorst,regina.barhorst@mail.com,CE,9802910995,2007-11-10,Robert Barhorst,Wilma Barhorst,2023CSE1302,2
Daysi Noyes,daysi.noyes@outlook.com,AE,9792146535,2001-12-19,Rob Noyes,Sarah Noyes,2021ME1303,2
Alma Silversmith,alma.silversmith@student.edu,CH,9798315580,2000-04-18,Lee Silversmith,Jacqueline Silversmith,2022CSE1304,2
Randall Koster,randall.koster@outlook.com,ECE,9869445255,2004-12-20,William Koster,Cynthia Koster,2020CSE1305,1
Nelda German,nelda.german@student.edu,CE,9876614057,2006-12-25,Grant German,Jacqueline German,2024ME1306,1
Marie Duskey,marie.duskey@gmail.com,CSE,9831627497,2006-03-26,Peter Duskey,Jean Duskey,2022CSE1307,2
Gail Fico,gail.fico@yahoo.com,CSE,9819161287,2001-08-31,Martin Fico,Stephanie Fico,2021ME1308,2
Don Vandyke,don.vandyke@mail.com,CSE,9878473063,2004-10-02,Jonathan Vandyke,Barbara Vandyke,2021ME1309,2
Numbers Sanders,numbers.sanders@yahoo.com,AE,9869160243,2003-08-12,Floyd Sanders,Christina Sanders,2023CSE1310,2
Evelyn Powers,evelyn.powers@gmail.com,CSE,9868785937,2003-02-03,Pete Powers,Beverly Powers,2023EE1311,1
Patrick Jones,patrick.jones@student.edu,CSE,9862700221,2000-01-28,Matt Jones,Sarah Jones,2022ME1312,2
Mark Brockett,mark.brockett@yahoo.com,EE,9857191786,2002-10-25,Marty Brockett,Rachel Brockett,2023ME1313,1
Lucy Cummings,lucy.cummings@student.edu,ECE,9828140408,2006-04-08,Randall Cummings,Denice Cummings,2024CE1314,1
Theodore Wofford,theodore.wofford@mail.com,CE,9842164158,2006-02-20,Donald Wofford,Trista Wofford,2020CSE1315,1
Haley Brasure,haley.brasure@mail.com,IT,9870892288,2003-09-16,Ronald Brasure,France Brasure,2022CE1316,2
Ronald Howell,ronald.howell@mail.com,ECE,9821645453,2004-04-03,Robert Howell,Tina Howell,2022ME1317,2
Fred Schneider,fred.schneider@yahoo.com,ME,9821018154,2004-05-18,Federico Schneider,Justine Schneider,2021CSE1318,1
Mary Crowley,mary.crowley@outlook.com,AE,9868237651,2006-05-27,Marvin Crowley,Anastasia Crowley,2021ME1319,1
Marc Stewart,marc.stewart@gmail.com,CSE,9868050120,2006-05-11,George Stewart,Tonia Stewart,2023CSE1320,1
Jose Vreeland,jose.vreeland@yahoo.com,ME,9875146765,2003-03-26,Jared Vreeland,Maria Vreeland,2022CE1321,2
Betty Brown,betty.brown@mail.com,CE,9800608940,2000-11-23,James Brown,Pamela Brown,2022EE1322,1
Robert Hoffman,robert.hoffman@mail.com,ECE,9854443223,2007-03-11,Gerardo Hoffman,Natalie Hoffman,2020ME1323,2
Charles Hamlin,charles.hamlin@mail.com,ECE,9819393010,2007-10-02,Dennis Hamlin,Jane Hamlin,2021CE1324,1
Morris Ashley,morris.ashley@yahoo.com,CE,9791863912,2007-10-09,Luis Ashley,Elaine Ashley,2021ME1325,1
Paulette Trejo,paulette.trejo@mail.com,AE,9788514871,2007-07-03,Joseph Trejo,Nadine Trejo,2020ME1326,1
Todd Blackwell,todd.blackwell@mail.com,IT,9820098468,2003-07-31,Calvin Blackwell,Tammy Blackwell,2021CSE1327,1
Kenneth Booton,kenneth.booton@yahoo.com,CE,9806852417,2002-07-04,Steven Booton,Dorothy Booton,2022CE1328,2
Jan Everett,jan.everett@mail.com,CE,9876236572,2000-06-28,Howard Everett,Angela Everett,2022CE1329,1
Luisa Gee,luisa.gee@gmail.com,EE,9861408290,2001-11-18,Martin Gee,Soo Gee,2020CSE1330,2
Melanie Greene,melanie.greene@yahoo.com,CSE,9800273207,2007-11-17,Derrick Greene,Judy Greene,2022CE1331,1
James Woodall,james.woodall@outlook.com,IT,9804574918,2004-07-31,Jefferson Woodall,Sara Woodall,2022ECE1332,2
Jody Saenz,jody.saenz@outlook.com,IT,9874751331,2003-10-22,William Saenz,Irene Saenz,2020CE1333,2
Linda Williams,linda.williams@mail.com,ECE,9848738333,2000-05-12,James Williams,Pamela Williams,2022ECE1334,1
Juanita Lynch,juanita.lynch@outlook.com,IT,9863018760,2006-06-18,Frank Lynch,Margaret Lynch,2020ECE1335,1
Claire Chavis,claire.chavis@outlook.com,IT,9823801735,2000-03-03,Larry Chavis,Nancy Chavis,2022CSE1336,2
Janice Staff,janice.staff@student.edu,AE,9813002959,2003-10-03,Bernard Staff,Jennifer Staff,2023ECE1337,2
Katrina Dineen,katrina.dineen@yahoo.com,CSE,9834456788,2004-08-04,Michael Dineen,Debbie Dineen,2022ECE1338,1
Patty Weeden,patty.weeden@student.edu,ME,9843211756,2003-04-22,Evan Weeden,Elizabeth Weeden,2024CE1339,2
Gina Reinhold,gina.reinhold@outlook.com,IT,9856134748,2003-07-09,Robert Reinhold,Frances Reinhold,2022EE1340,1
Wendy Robertson,wendy.robertson@outlook.com,AE,9802428246,2006-04-14,William Robertson,Jennifer Robertson,2020EE1341,2
Geraldine Head,geraldine.head@student.edu,CSE,9798515344,2006-10-31,William Head,Susan Head,2020ME1342,1
Rocky Dougan,rocky.dougan@mail.com,IT,9814292976,2008-10-03,Thomas Dougan,April Dougan,2023CE1343,1
Benjamin Seaborn,benjamin.seaborn@yahoo.com,CH,9796377659,2005-05-30,Bill Seaborn,Kelli Seaborn,2020ME1344,2
Howard Patton,howard.patton@outlook.com,IT,9781792091,2006-12-18,William Patton,Maria Patton,2022ME1345,2
Thomas Carbone,thomas.carbone@outlook.com,AE,9825611872,2006-01-06,Kevin Carbone,Irene Carbone,2020CSE1346,1
Essie Bates,essie.bates@mail.com,EE,9782531606,2006-02-08,Kenneth Bates,Yvette Bates,2023ME1347,2
Betty Shingler,betty.shingler@yahoo.com,EE,9836011936,2004-06-07,Vance Shingler,Jennifer Shingler,2020CSE1348,2
Denise Davis,denise.davis@gmail.com,ECE,9826965272,2006-10-22,Kurt Davis,Carmen Davis,2021EE1349,2
Richard Waddill,richard.waddill@mail.com,AE,9780889151,2003-01-20,Jame Waddill,Ann Waddill,2020ECE1350,1
Clarence Rodriguez,clarence.rodriguez@outlook.com,CSE,9821253563,2002-10-07,Johnnie Rodriguez,Catherine Rodriguez,2020CE1351,1
Carolee Williford,carolee.williford@student.edu,ECE,9841024500,2002-07-12,Melvin Williford,Claudia Williford,2022ECE1352,1
Gloria Workman,gloria.workman@mail.com,ECE,9839763360,2008-01-31,William Workman,Melba Workman,2024ECE1353,1
Louise Hinton,louise.hinton@outlook.com,CSE,9877383602,2006-11-30,Jonathan Hinton,Aileen Hinton,2022EE1354,1
Catherine Robertson,catherine.robertson@yahoo.com,ME,9875093777,2005-10-02,Floyd Robertson,Nicole Robertson,2020EE1355,2
Gerald Watts,gerald.watts@outlook.com,ME,9821360750,2000-12-24,Billy Watts,Ginger Watts,2024CE1356,1
Marion Peters,marion.peters@student.edu,CH,9878353540,2003-11-10,Matt Peters,Angela Peters,2024CE1357,1
Meghan Cook,meghan.cook@yahoo.com,IT,9871923809,2003-10-04,Stephen Cook,Rebecca Cook,2020CE1358,2
Andrew Mckenzie,andrew.mckenzie@outlook.com,CSE,9851234278,2002-06-02,Russell Mckenzie,Jack Mckenzie,2023CE1359,1
Theodore Morgan,theodore.morgan@mail.com,CSE,9819816031,2007-08-15,Don Morgan,Kay Morgan,2021ME1360,2
Maximo Bland,maximo.bland@yahoo.com,IT,9798833207,2002-10-15,Dennis Bland,Darlene Bland,2020EE1361,1
Willie Lee,willie.lee@student.edu,IT,9834946249,2002-04-07,Kurt Lee,Courtney Lee,2023ECE1362,1
Craig Lewis,craig.lewis@student.edu,AE,9814907070,2000-12-16,Brian Lewis,Martha Lewis,2021ME1363,1
Betty Park,betty.park@mail.com,AE,9876765852,2005-05-03,Elliot Park,Rebekah Park,2020ME1364,1
Lawrence Hairston,lawrence.hairston@outlook.com,EE,9817102183,2000-03-24,Julian Hairston,Teri Hairston,2022ME1365,2
Karen Cone,karen.cone@student.edu,ME,9872652934,2007-05-11,Sean Cone,Stephanie Cone,2020CSE1366,1
Donna Eicher,donna.eicher@yahoo.com,AE,9872761064,2005-04-07,Jason Eicher,Belinda Eicher,2023EE1367,2
Norma Hernandez,norma.hernandez@yahoo.com,CE,9816402362,2005-08-24,Terry Hernandez,Tiffany Hernandez,2023ECE1368,1
Katie Garza,katie.garza@gmail.com,CH,9784479015,2003-02-02,Erwin Garza,Nina Garza,2020CE1369,2
James Hedrington,james.hedrington@yahoo.com,CH,9836283620,2002-06-06,Richard Hedrington,Kathy Hedrington,2020ME1370,1
Rebecca Douglas,rebecca.douglas@mail.com,CSE,9873605748,2004-03-28,Jan Douglas,Mary Douglas,2023ME1371,2
Mark King,mark.king@gmail.com,IT,9846186678,2006-01-25,Michael King,Nancey King,2023ME1372,1
Juliann Talkington,juliann.talkington@yahoo.com,IT,9845335367,2008-03-01,Timothy Talkington,Monica Talkington,2020ECE1373,1
Shanta Allen,shanta.allen@mail.com,ME,9812441413,2008-06-24,Gerald Allen,Josephine Allen,2021CE1374,2
Brian Yowell,brian.yowell@outlook.com,ECE,9808607913,2000-02-29,Daniel Yowell,Barbara Yowell,2023ECE1375,1
Katie Blumberg,katie.blumberg@outlook.com,CSE,9835916248,2000-07-07,Kenny Blumberg,Kelly Blumberg,2023ME1376,2
Linda Kemp,linda.kemp@yahoo.com,CE,9789218069,2001-07-15,Landon Kemp,Lucile Kemp,2021ECE1377,1
Danny Vega,danny.vega@yahoo.com,ME,9795048756,2006-11-11,Christopher Vega,Judith Vega,2020ME1378,1
Dorothy Oliver,dorothy.oliver@outlook.com,CE,9839394961,2006-07-20,Williams Oliver,Theresa Oliver,2023ME1379,2
Douglas Moran,douglas.moran@mail.com,ME,9879371205,2008-10-14,Isaac Moran,Yoko Moran,2022CE1380,1
William Saldana,william.saldana@gmail.com,ME,9874501674,2005-02-10,Douglas Saldana,Janett Saldana,2022ECE1381,1
Hazel Soden,hazel.soden@yahoo.com,IT,9786843312,2007-05-06,Roy Soden,Hillary Soden,2020CSE1382,1
Joseph Rodriguez,joseph.rodriguez@outlook.com,AE,9839071342,2008-03-20,John Rodriguez,Patricia Rodriguez,2024ME1383,1
Jesse Crawford,jesse.crawford@yahoo.com,AE,9816223481,2006-12-07,Clarence Crawford,Autumn Crawford,2023ECE1384,2
Wilma Mooney,wilma.mooney@mail.com,AE,9805195578,2004-05-26,Gerald Mooney,Daisy Mooney,2021ECE1385,2
Craig Escalante,craig.escalante@mail.com,EE,9861551200,2004-03-20,Kyle Escalante,Anne Escalante,2020CE1386,1
Kimberly Tedrow,kimberly.tedrow@student.edu,IT,9867776425,2005-08-18,Francisco Tedrow,Megan Tedrow,2024EE1387,2
Marie Koontz,marie.koontz@outlook.com,EE,9846961798,2001-05-11,John Koontz,Lisa Koontz,2024ME1388,1
Loren Crawford,loren.crawford@outlook.com,CH,9795344995,2004-12-31,Floyd Crawford,Patricia Crawford,2021CE1389,2
Cathy Cruz,cathy.cruz@yahoo.com,ME,9791801219,2004-05-05,Evan Cruz,Deanna Cruz,2021CSE1390,2
Juliette Lafoe,juliette.lafoe@student.edu,CH,9791890384,2003-01-27,Jack Lafoe,Rose Lafoe,2021CE1391,1
Jeffrey Sisk,jeffrey.sisk@yahoo.com,CSE,9841955056,2006-06-25,Dan Sisk,Pamela Sisk,2022CSE1392,2
Roland Daniel,roland.daniel@student.edu,CSE,9875675526,2003-05-14,Leon Daniel,Bridgett Daniel,2022CE1393,2
Melvin Fontaine,melvin.fontaine@mail.com,IT,9795932090,2001-12-10,William Fontaine,Sylvia Fontaine,2023CE1394,1
Douglas Diaz,douglas.diaz@yahoo.com,AE,9869799292,2003-03-25,Perry Diaz,Maurine Diaz,2024EE1395,1
Jerry Foster,jerry.foster@yahoo.com,CE,9795576179,2003-07-03,Lionel Foster,Jaclyn Foster,2023CSE1396,1
Lillie Bright,lillie.bright@mail.com,AE,9861110993,2003-08-31,David Bright,Lyndsey Bright,2020ME1397,1
Sabrina Fletcher,sabrina.fletcher@mail.com,AE,9823565629,2005-04-14,Jose Fletcher,Patricia Fletcher,2024ME1398,2
Bryce Taylor,bryce.taylor@yahoo.com,AE,9825128406,2005-03-25,Stanley Taylor,Evelyn Taylor,2020EE1399,1
James Gurke,james.gurke@mail.com,IT,9806911583,2008-05-18,Steve Gurke,Tana Gurke,2024EE1400,1
Allison Ridings,allison.ridings@yahoo.com,CH,9849516191,2005-12-26,Jesus Ridings,Gail Ridings,2020ECE1401,1
Carmelita Sneed,carmelita.sneed@mail.com,EE,9866805957,2002-11-29,Nicholas Sneed,Olive Sneed,2020EE1402,1
Ronald Motts,ronald.motts@mail.com,ECE,9847230195,2007-06-05,Ron Motts,Denise Motts,2021CE1403,1
Larry Christenson,larry.christenson@student.edu,CSE,9810653801,2000-08-26,Steven Christenson,Judith Christenson,2022EE1404,1
Russell Ayala,russell.ayala@yahoo.com,CH,9866119002,2005-03-19,Wayne Ayala,Candice Ayala,2022ECE1405,1
Selena Kedzierski,selena.kedzierski@yahoo.com,EE,9811730382,2001-02-21,Gary Kedzierski,Arlene Kedzierski,2021CE1406,2
Douglas Giordano,douglas.giordano@mail.com,AE,9839492750,2005-07-25,Robert Giordano,Christina Giordano,2023EE1407,2
William Lee,william.lee@mail.com,IT,9816565097,2008-05-22,Roger Lee,Elizabeth Lee,2020ECE1408,1
Elizabeth Agosto,elizabeth.agosto@mail.com,ME,9810816025,2004-11-09,Gene Agosto,Margaret Agosto,2022EE1409,2
Sean Bailey,sean.bailey@mail.com,EE,9850106646,2003-03-09,Ricky Bailey,Rebecca Bailey,2021ME1410,2
Kimberly Todd,kimberly.todd@yahoo.com,ECE,9819527354,2004-11-14,John Todd,Dianna Todd,2020ME1411,1
Peggy Rosenthal,peggy.rosenthal@student.edu,ME,9848956053,2008-09-21,Harold Rosenthal,Rosa Rosenthal,2024ECE1412,1
James Lau,james.lau@mail.com,ME,9806906550,2001-04-15,James Lau,Dorothy Lau,2023CE1413,1
Margaret Johnson,margaret.johnson@mail.com,EE,9783873122,2003-09-15,William Johnson,Goldie Johnson,2023CSE1414,1
Jimmy Coleman,jimmy.coleman@yahoo.com,CSE,9855364810,2000-01-13,Charles Coleman,Ruth Coleman,2024EE1415,2
Shawn Swann,shawn.swann@outlook.com,ME,9817001579,2008-03-23,Steven Swann,Lois Swann,2024ME1416,1
Max Levine,max.levine@gmail.com,ECE,9837337112,2003-10-02,Gonzalo Levine,Wanda Levine,2024ME1417,1
Gregory Wells,gregory.wells@gmail.com,AE,9791908274,2000-03-21,Edwin Wells,Daisy Wells,2020ME1418,2
Thomas Buck,thomas.buck@yahoo.com,ECE,9853050743,2008-11-11,Loren Buck,Peggy Buck,2021CE1419,1
Ronnie Johnson,ronnie.johnson@gmail.com,ME,9814055841,2001-06-12,William Johnson,Suellen Johnson,2021ME1420,1
Lauren Groulx,lauren.groulx@yahoo.com,EE,9865149067,2007-06-25,Lyle Groulx,Theresa Groulx,2024ME1421,1
Lynn Williams,lynn.williams@gmail.com,CE,9796103180,2000-03-10,Jeffrey Williams,Joan Williams,2022ECE1422,1
Charles Richard,charles.richard@student.edu,CSE,9833120807,2003-02-05,Jorge Richard,Lisa Richard,2021EE1423,2
Edna Stevens,edna.stevens@outlook.com,ECE,9879175525,2002-06-04,Ryan Stevens,Anne Stevens,2021ECE1424,2
Anne Chavira,anne.chavira@student.edu,IT,9817567516,2008-10-21,David Chavira,Inez Chavira,2021CSE1425,2
Brenda Williams,brenda.williams@outlook.com,CE,9872120732,2001-09-26,Timothy Williams,Dori Williams,2024ME1426,2
Raymond Sandi,raymond.sandi@yahoo.com,AE,9814355688,2008-06-23,Mike Sandi,Mona Sandi,2022ECE1427,2
Michael Kania,michael.kania@yahoo.com,CH,9783484425,2003-02-25,Frank Kania,John Kania,2022CSE1428,1
Andrea Contreras,andrea.contreras@gmail.com,CSE,9864661639,2004-06-14,James Contreras,Estelle Contreras,2022ECE1429,2
Greg Linkovich,greg.linkovich@outlook.com,EE,9860929207,2004-04-04,Mark Linkovich,Veronica Linkovich,2023EE1430,2
Heather Hunnings,heather.hunnings@mail.com,CE,9850617214,2003-01-21,Justin Hunnings,Monica Hunnings,2024EE1431,2
Robert Mathews,robert.mathews@outlook.com,ECE,9858077584,2008-05-25,Abram Mathews,Lucille Mathews,2021CSE1432,2
Connie Beaty,connie.beaty@student.edu,AE,9871490829,2007-12-23,Earl Beaty,Mary Beaty,2024CE1433,1
Billy Mersch,billy.mersch@outlook.com,ME,9804454624,2005-06-03,John Mersch,Doreen Mersch,2024CE1434,2
Doug Baker,doug.baker@gmail.com,ME,9837757408,2007-06-24,Mark Baker,Kristan Baker,2020ME1435,2
Lora Lee,lora.lee@mail.com,IT,9797309592,2001-05-10,Lawrence Lee,Gina Lee,2021CE1436,1
Chris Melito,chris.melito@student.edu,ME,9868090736,2003-05-12,Cody Melito,Constance Melito,2021CE1437,1
Arlene Degasparre,arlene.degasparre@outlook.com,CSE,9794060629,2000-11-01,Robert Degasparre,Helen Degasparre,2022CSE1438,1
Regina Houck,regina.houck@yahoo.com,AE,9854942010,2000-05-15,Ronald Houck,Della Houck,2021ME1439,1
Cameron Jennings,cameron.jennings@outlook.com,AE,9787787686,2005-05-21,Clarence Jennings,Roberta Jennings,2024ECE1440,2
Effie Edwards,effie.edwards@yahoo.com,EE,9800066498,2007-06-30,Andrew Edwards,Sonia Edwards,2020CSE1441,2
Rosetta Herder,rosetta.herder@gmail.com,AE,9847945313,2004-06-02,Thomas Herder,Lucille Herder,2021ECE1442,2
